Brand,Name,SKU,Full Name,Color,Category,Tags,Wholesale Price,Sale Price,Retail Price,Stock,Image1,Image2,Image3,Gallery,Application,Content,Backing,Finish / Topcoat,Weight,Width,Fabric Shown,Origin,Repeat Horizontal,Repeat Vertical,Collection,Abrasion Resistance,Pilling,Seam Slippage,Break Strength,Wet Crocking,Dry Crocking,Colorfastness to Light,Flammability,Product Notes
United Fabrics,HARLOW,35 Jasper,United Fabrics HARLOW 35 Jasper,"Brown upholstery fabric, brown","United Fabrics, HARLOW, 35 Jasper, United Fabrics HARLOW 35 Jasper, Brown upholstery fabric, brown, Upholstery, Indoor, 50% Recycled Polyester 50% Polyester, Acrylic, Permanent Soil/Stain Protection, USA, 100,000 Double Rubs, 222: Vintage Garden","United Fabrics, HARLOW, 35 Jasper, United Fabrics HARLOW 35 Jasper, Brown upholstery fabric, brown, Upholstery, Indoor, 50% Recycled Polyester 50% Polyester, Acrylic, Permanent Soil/Stain Protection, USA, 100,000 Double Rubs, 222: Vintage Garden",29.59,59.18,68.06,62 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-harlow-35-jasper-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-harlow2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-harlow-product-square.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-harlow-35-jasper-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-harlow2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-harlow-product-square.jpg","Upholstery, Indoor",50% Recycled Polyester 50% Polyester,Acrylic,Permanent Soil/Stain Protection,16.0 oz./yd.,"54.000""",Railroaded,USA,"6.375""",,222: Vintage Garden,"100,000 Double Rubs",Class 4,Warp: 50 lbs / Weft: 50 lbs,Warp: 110 lbs / Weft: 55 lbs,Grade: 3,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,HARLOW,81 Taos,United Fabrics HARLOW 81 Taos,"Brown upholstery fabric, brown","United Fabrics, HARLOW, 81 Taos, United Fabrics HARLOW 81 Taos, Brown upholstery fabric, brown, Upholstery, Indoor, 50% Recycled Polyester 50% Polyester, Acrylic, Permanent Soil/Stain Protection, USA, 100,000 Double Rubs, 222: Vintage Garden","United Fabrics, HARLOW, 81 Taos, United Fabrics HARLOW 81 Taos, Brown upholstery fabric, brown, Upholstery, Indoor, 50% Recycled Polyester 50% Polyester, Acrylic, Permanent Soil/Stain Protection, USA, 100,000 Double Rubs, 222: Vintage Garden",29.59,59.18,68.06,70 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-harlow-81-taos.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-harlow2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-harlow-product-square.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-harlow-81-taos.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-harlow2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-harlow-product-square.jpg","Upholstery, Indoor",50% Recycled Polyester 50% Polyester,Acrylic,Permanent Soil/Stain Protection,16.0 oz./yd.,"54.000""",Railroaded,USA,"6.375""",,222: Vintage Garden,"100,000 Double Rubs",Class 4,Warp: 50 lbs / Weft: 50 lbs,Warp: 110 lbs / Weft: 55 lbs,Grade: 3,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,INGRID,23 Chestnut,United Fabrics INGRID 23 Chestnut,"Brown upholstery fabric, brown","United Fabrics, INGRID, 23 Chestnut, United Fabrics INGRID 23 Chestnut, Brown upholstery fabric, brown, Upholstery, Indoor, 74% Polyester 26% Cotton, Acrylic, Permanent Soil/Stain Protection, USA, 50,000 Double Rubs, 222: Vintage Garden","United Fabrics, INGRID, 23 Chestnut, United Fabrics INGRID 23 Chestnut, Brown upholstery fabric, brown, Upholstery, Indoor, 74% Polyester 26% Cotton, Acrylic, Permanent Soil/Stain Protection, USA, 50,000 Double Rubs, 222: Vintage Garden",41.59,83.18,95.66,122 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-ingrid-23-chestnut.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-ingrid2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-ingrid-product-square.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-ingrid-23-chestnut.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-ingrid2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-ingrid-product-square.jpg","Upholstery, Indoor",74% Polyester 26% Cotton,Acrylic,Permanent Soil/Stain Protection,21.2 oz./yd.,"54.000""",Up the Roll,USA,"3.400""","2.250""",222: Vintage Garden,"50,000 Double Rubs",Class 4,Warp: 102 lbs / Weft: 88 lbs,Warp: 199 lbs / Weft: 223 lbs,Grade: 3,Grade: 4,Hours: 40 / Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,WALLY,14 Arabica,United Fabrics WALLY 14 Arabica,"Brown upholstery fabric, brown","United Fabrics, WALLY, 14 Arabica, United Fabrics WALLY 14 Arabica, Brown upholstery fabric, brown, Upholstery, Indoor, 74% Polyester 26% Olefin, 100% Latex, Crypton Home Soil/Stain Protection, USA, 50,000 Double Rubs, 222: Vintage Garden","United Fabrics, WALLY, 14 Arabica, United Fabrics WALLY 14 Arabica, Brown upholstery fabric, brown, Upholstery, Indoor, 74% Polyester 26% Olefin, 100% Latex, Crypton Home Soil/Stain Protection, USA, 50,000 Double Rubs, 222: Vintage Garden",23.96,47.92,55.11,6 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-wally-14-arabica.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-wally2-3.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-wally-product-square.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-wally-14-arabica.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-wally2-3.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-wally-product-square.jpg","Upholstery, Indoor",74% Polyester 26% Olefin,100% Latex,Crypton Home Soil/Stain Protection,17.3 oz./yd.,"54.000""",Railroaded,USA,,,222: Vintage Garden,"50,000 Double Rubs",Class 3,Warp: 55 lbs / Weft: 30 lbs,Warp: 110 lbs / Weft: 90 lbs,Grade: 4,Grade: 4.5,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,PENNY,38 Papyrus,United Fabrics PENNY 38 Papyrus,"Brown upholstery fabric, brown","United Fabrics, PENNY, 38 Papyrus, United Fabrics PENNY 38 Papyrus, Brown upholstery fabric, brown, Upholstery, Indoor, 70% Recycled Cotton 30% Recycled Polyester, 100% Latex, Crypton Home Soil/Stain Protection, USA, 50,000 Double Rubs, 122: Super Naturals","United Fabrics, PENNY, 38 Papyrus, United Fabrics PENNY 38 Papyrus, Brown upholstery fabric, brown, Upholstery, Indoor, 70% Recycled Cotton 30% Recycled Polyester, 100% Latex, Crypton Home Soil/Stain Protection, USA, 50,000 Double Rubs, 122: Super Naturals",23.96,47.92,55.11,93 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-penny-papyrus-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-penny2-3.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-penny-product-square-2.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-penny-papyrus-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-penny2-3.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-penny-product-square-2.jpg","Upholstery, Indoor",70% Recycled Cotton 30% Recycled Polyester,100% Latex,Crypton Home Soil/Stain Protection,19.1 oz./yd.,"54.000""",Up the Roll,USA,,,122: Super Naturals,"50,000 Double Rubs",Class 3,Warp: 87.1 lbs / Weft: 44.2 lbs,Warp: 157.4 lbs / Weft: 124.6 lbs,Grade: 4,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,ALMA,13 Cacao,United Fabrics ALMA 13 Cacao,"Brown upholstery fabric, brown","United Fabrics, ALMA, 13 Cacao, United Fabrics ALMA 13 Cacao, Brown upholstery fabric, brown, Upholstery, Indoor, 70% Recycled Cotton 30% Recycled Polyester, Acrylic, Crypton Home Soil/Stain Protection, USA, 40,000 Double Rubs, 821: Color Trends: Woodland Trail","United Fabrics, ALMA, 13 Cacao, United Fabrics ALMA 13 Cacao, Brown upholstery fabric, brown, Upholstery, Indoor, 70% Recycled Cotton 30% Recycled Polyester, Acrylic, Crypton Home Soil/Stain Protection, USA, 40,000 Double Rubs, 821: Color Trends: Woodland Trail",25.84,51.68,59.43,138 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-alma-13-cacao.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-alma1.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-alma-product-square-3.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-alma-13-cacao.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-alma1.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-alma-product-square-3.jpg","Upholstery, Indoor",70% Recycled Cotton 30% Recycled Polyester,Acrylic,Crypton Home Soil/Stain Protection,18.5 oz./yd.,"54.000""",Up the Roll,USA,"1.500""",".875""",821: Color Trends: Woodland Trail,"40,000 Double Rubs",Class 3,Warp: 79 lbs / Weft: 71 lbs,Warp: 100 lbs / Weft: 100 lbs,Grade: 4.5,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,ALMA,19 Clove,United Fabrics ALMA 19 Clove,"Brown upholstery fabric, brown","United Fabrics, ALMA, 19 Clove, United Fabrics ALMA 19 Clove, Brown upholstery fabric, brown, Upholstery, Indoor, 70% Recycled Cotton 30% Recycled Polyester, Acrylic, Crypton Home Soil/Stain Protection, USA, 40,000 Double Rubs, 721: Color Trends: Canyon Rose","United Fabrics, ALMA, 19 Clove, United Fabrics ALMA 19 Clove, Brown upholstery fabric, brown, Upholstery, Indoor, 70% Recycled Cotton 30% Recycled Polyester, Acrylic, Crypton Home Soil/Stain Protection, USA, 40,000 Double Rubs, 721: Color Trends: Canyon Rose",25.84,51.68,59.43,29 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-alma-19-clove.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-alma1.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-alma-product-square-3.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-alma-19-clove.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-alma1.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-alma-product-square-3.jpg","Upholstery, Indoor",70% Recycled Cotton 30% Recycled Polyester,Acrylic,Crypton Home Soil/Stain Protection,18.5 oz./yd.,"54.000""",Up the Roll,USA,"1.500""",".875""",721: Color Trends: Canyon Rose,"40,000 Double Rubs",Class 3,Warp: 79 lbs / Weft: 71 lbs,Warp: 100 lbs / Weft: 100 lbs,Grade: 4.5,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,BAMBARA,58 Peppercorn,United Fabrics BAMBARA 58 Peppercorn,"Brown upholstery fabric, brown","United Fabrics, BAMBARA, 58 Peppercorn, United Fabrics BAMBARA 58 Peppercorn, Brown upholstery fabric, brown, Upholstery, Indoor, 53% Polyester 47% Cotton, Acrylic, Permanent Soil/Stain Protection, USA, 60,000 Double Rubs, 821: Color Trends: Woodland Trail","United Fabrics, BAMBARA, 58 Peppercorn, United Fabrics BAMBARA 58 Peppercorn, Brown upholstery fabric, brown, Upholstery, Indoor, 53% Polyester 47% Cotton, Acrylic, Permanent Soil/Stain Protection, USA, 60,000 Double Rubs, 821: Color Trends: Woodland Trail",40.46,80.92,93.06,62 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-bambara-58-peppercorn.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-bambara2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-bambara-58-peppercorn-30-2.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-bambara-58-peppercorn.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-bambara2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-bambara-58-peppercorn-30-2.jpg","Upholstery, Indoor",53% Polyester 47% Cotton,Acrylic,Permanent Soil/Stain Protection,18.2 oz./yd.,"54.000""",Up the Roll,USA,"14.250""","14.500""",821: Color Trends: Woodland Trail,"60,000 Double Rubs",Class 3,Warp: 73 lbs / Weft: 79 lbs,Warp: 160 lbs / Weft: 243 lbs,Grade: 3,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,CANVAS,Java 57014-0000,United Fabrics CANVAS Java 57014-0000,"Brown upholstery fabric, brown","United Fabrics, CANVAS, Java 57014-0000, United Fabrics CANVAS Java 57014-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 45,000 Double Rubs, 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023","United Fabrics, CANVAS, Java 57014-0000, United Fabrics CANVAS Java 57014-0000, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, , , USA, 45,000 Double Rubs, 1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023",18.34,36.68,42.18,102 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-canvas-java-57014-0000-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-sunbrella-canvas-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-sunbrella-canvas-2.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-canvas-java-57014-0000-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-sunbrella-canvas-2.jpg","Upholstery, Indoor/Outdoor",100% Sunbrella Acrylic,,,12.0 oz./yd.,"54.000""",Up the Roll,USA,,,1022: Sunbrella Upholstery Fabrics 2022 723: Sunbrella Upholstery Fabrics 2023,"45,000 Double Rubs",Class 5,Warp: 60 lbs / Weft: 60 lbs,Warp: 300 lbs / Weft: 160 lbs,Grade: 5,Grade: 5,"Hours: 2,200 / Class: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,GULLIVER,92 Walnut,United Fabrics GULLIVER 92 Walnut,"Brown upholstery fabric, brown","United Fabrics, GULLIVER, 92 Walnut, United Fabrics GULLIVER 92 Walnut, Brown upholstery fabric, brown, Upholstery, Indoor, 60% Polyester 40% Cotton, Alta Soil/Stain Protection, , China, 45,000 Double Rubs, 821: Color Trends: Woodland Trail","United Fabrics, GULLIVER, 92 Walnut, United Fabrics GULLIVER 92 Walnut, Brown upholstery fabric, brown, Upholstery, Indoor, 60% Polyester 40% Cotton, Alta Soil/Stain Protection, , China, 45,000 Double Rubs, 821: Color Trends: Woodland Trail",25.09,50.18,57.71,72 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-gulliver-92-walnut.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gulliver-uf-o1-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gulliver-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-gulliver-92-walnut.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-gulliver-uf-o1-filmic.jpg","Upholstery, Indoor",60% Polyester 40% Cotton,Alta Soil/Stain Protection,,16.2 oz./yd.,"54.000""",Up the Roll,China,,,821: Color Trends: Woodland Trail,"45,000 Double Rubs",Class 5,Warp: 42 lbs / Weft: 48.8 lbs,Warp: 178.9 lbs / Weft: 88.5 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 5,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,JIVE,38 Jasper,United Fabrics JIVE 38 Jasper,"Brown upholstery fabric, brown","United Fabrics, JIVE, 38 Jasper, United Fabrics JIVE 38 Jasper, Brown upholstery fabric, brown, Upholstery, Indoor, 72% Polyester 28% Cotton, Acrylic, Crypton Home Soil/Stain Protection, USA, 39,000 Double Rubs, 721: Color Trends: Canyon Rose","United Fabrics, JIVE, 38 Jasper, United Fabrics JIVE 38 Jasper, Brown upholstery fabric, brown, Upholstery, Indoor, 72% Polyester 28% Cotton, Acrylic, Crypton Home Soil/Stain Protection, USA, 39,000 Double Rubs, 721: Color Trends: Canyon Rose",43.09,86.18,99.11,8 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-jive-38-jasper.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-jive-09-chambray-30inch.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-jive-jive.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-jive-38-jasper.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-jive-09-chambray-30inch.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-jive-jive.jpg","Upholstery, Indoor",72% Polyester 28% Cotton,Acrylic,Crypton Home Soil/Stain Protection,29.9 oz./yd.,"54.000""",Up the Roll,USA,"2.250""","2.625""",721: Color Trends: Canyon Rose,"39,000 Double Rubs",Class 3,Warp: 92 lbs / Weft: 61 lbs,Warp: 147 lbs / Weft: 262 lbs,Grade: 3,Grade: 4,Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
